cipcode,cip6,cip2d,cip3d,cip4d,Awards,stem,ciptitle,onettitle,onetcode,know_score,unprof_score,nonstem_score,stem_score,math_score,comp_score,engin_score,science_score,bio_score,chem_score,physics_score,med_score,econ_score,manage_score,english_score,law_score,stem_raw,know_raw,comp_raw,science_raw,math_raw,engin_raw,_merge,Avg_Stem2,Avg_Stem3,Avg_Stem4,Avg_Stem2_raw,Avg_Stem3_raw,Avg_Stem4_raw,Avg_know2,Avg_know3,Avg_know4,Avg_know2x_raw,Avg_know2_raw,Avg_know3x_raw,Avg_know3_raw,Avg_know4x_raw,Avg_know4_raw,Avg_engin2,Avg_engin3,Avg_engin4,Avg_science2,Avg_science3,Avg_science4,Avg_comp2,Avg_comp3,Avg_comp4,Avg_math2,Avg_math3,Avg_math4,Avg_bio2,Avg_bio3,Avg_bio4,Avg_physics2,Avg_physics3,Avg_physics4,Avg_chem2,Avg_chem3,Avg_chem4,Best_STEM_score,Best_engin_score,Best_comp_score,Best_math_score,Best_science_score,Best_bio_score,Best_chem_score,Best_physics_score,Best_stem_raw,Best_know_score,Best_know_raw,Med_Avg_Stem2,Mean_Avg_Stem2,Z_Best_comp_score,Z_Best_engin_score,Z_Best_math_score,Z_Best_science_score,Z_Best_physics_score,Z_Best_chem_score,Z_Best_bio_score,stem_cip_onet,stem_high_any,stem_high_any2,stem_cip_mix,z_Avg_Stem2,z_Avg_bio2,z_Avg_physics2,z_Avg_chem2,z_Avg_engin2,z_Avg_comp2,z_Avg_math2,z_Avg_science2,z_Avg_Stem3,z_Avg_bio3,z_Avg_physics3,z_Avg_chem3,z_Avg_engin3,z_Avg_comp3,z_Avg_math3,z_Avg_science3
"51.0907-Medical Radiologic Technology/Science - Radiation Therapist",510907,"51","510","5109",7357,1,"","","",,,,,,,,,,,,,,,,,,,,,,,"master only (1)",2.323959,1.979822,5.303817,2.704727,2.647371,3.20137,10.84494,8.96593,13.03318,,2.389174,,2.332234,,2.455484,-.7259768,-.5062233,-.1238423,2.72922,2.078386,4.418373,.1891717,.4078809,.6329603,.1315443,-.000222,.3763256,1.900852,1.384577,2.195476,.0325396,.284817,1.256589,.7958285,.4089926,.9663075,5.303817,-.1238423,.6329603,.3763256,4.418373,2.195476,.9663075,1.256589,3.20137,13.03318,2.455484,1.783034,2.081026,.0790251,-.0471405,.0505547,.8678374,.9308422,.5006789,.8623288,1,0,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,-.0223731,.3959572,.1639355,.1003532,-.3555633,-.2650649,-.4357587,.2646267
"51.0914-Gene/Genetic Therapy",510914,"51","510","5109",20,1,"","","",,,,,,,,,,,,,,,,,,,,,,,"master only (1)",2.323959,1.979822,5.303817,2.704727,2.647371,3.20137,10.84494,8.96593,13.03318,,2.389174,,2.332234,,2.455484,-.7259768,-.5062233,-.1238423,2.72922,2.078386,4.418373,.1891717,.4078809,.6329603,.1315443,-.000222,.3763256,1.900852,1.384577,2.195476,.0325396,.284817,1.256589,.7958285,.4089926,.9663075,5.303817,-.1238423,.6329603,.3763256,4.418373,2.195476,.9663075,1.256589,3.20137,13.03318,2.455484,1.783034,2.081026,.0790251,-.0471405,.0505547,.8678374,.9308422,.5006789,.8623288,1,0,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,-.0223731,.3959572,.1639355,.1003532,-.3555633,-.2650649,-.4357587,.2646267
"51.0999-Allied Health Diagnostic, Intervention, and Treatment Professions, Other",510999,"51","510","5109",1592,1,"","","",,,,,,,,,,,,,,,,,,,,,,,"master only (1)",2.323959,1.979822,5.303817,2.704727,2.647371,3.20137,10.84494,8.96593,13.03318,,2.389174,,2.332234,,2.455484,-.7259768,-.5062233,-.1238423,2.72922,2.078386,4.418373,.1891717,.4078809,.6329603,.1315443,-.000222,.3763256,1.900852,1.384577,2.195476,.0325396,.284817,1.256589,.7958285,.4089926,.9663075,5.303817,-.1238423,.6329603,.3763256,4.418373,2.195476,.9663075,1.256589,3.20137,13.03318,2.455484,1.783034,2.081026,.0790251,-.0471405,.0505547,.8678374,.9308422,.5006789,.8623288,1,0,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,-.0223731,.3959572,.1639355,.1003532,-.3555633,-.2650649,-.4357587,.2646267
"01.0302-Animal/Livestock Husbandry and Production",010302,"01","010","0103",559,1,"Animal/Livestock Husbandry and Production","Animal Breeders","45-2021.00",20.4602,13.72066,15.1566,5.303594,.4805478,.0491825,.3980466,4.375817,2.735291,1.390696,.2498302,.5477452,1.1159,1.191518,.1922336,.6959618,3.201333,2.680545,3.32,3.136667,3.858,2.62,"matched (3)",6.571138,5.679803,7.391252,3.412591,3.264035,3.549276,19.57183,18.10356,24.61306,2.653625,2.653625,2.609132,2.609132,2.80639,2.80639,.5528848,.4936863,.8631716,4.946673,4.340501,5.681079,.2201104,.1188316,.0822033,.8514689,.7267841,.7647979,2.700482,2.402019,2.955333,.6889216,.5639148,.8854284,1.557271,1.374567,1.840318,5.303594,.3980466,.0491825,.4805478,4.375817,2.735291,1.390696,.2498302,3.201333,20.4602,2.680545,1.783034,2.081026,-.6248559,.3250941,.1593789,.8564585,.1240589,.8086388,1.19624,1,1,0,1,.9089838,1.351591,.5418006,1.094091,.480754,-.5595388,.6462805,1.16728,.7155322,1.109331,.4191969,.9138528,.4272549,-.7075101,.4747557,.9582022
"51.2312-Assistive/Augmentative Technology and Rehabilitation Engineering",512312,"51","512","5123",20,1,"Assistive/Augmentative Technology and Rehabilitation Engineering","Rehabilitation Counselors","21-1015.00",15.3972,8.318663,10.1516,5.245595,.3200479,.2816824,1.413047,3.230818,1.333291,.9726964,.9248302,1.587245,.1494001,.3940181,.0402336,.2054619,3.191667,2.527121,3.5525,2.755,3.6975,3.635,"matched (3)",2.323959,3.543577,4.331428,2.704727,2.907997,3.039306,10.84494,14.87434,20.72894,2.389174,2.389174,2.511277,2.511277,2.688689,2.688689,-.7259768,-.6470472,-.1580141,2.72922,3.557786,4.014681,.1891717,.2273596,.1326673,.1315443,.4054784,.3420933,1.900852,2.231892,2.310109,.0325396,.2056357,.9671029,.7958285,1.120259,.7374691,5.245595,1.413047,.2816824,.3200479,3.230818,1.333291,.9726964,.9248302,3.191667,15.3972,2.527121,1.783034,2.081026,-.3445227,1.049038,-.0082081,.5502995,.6649814,.5053151,.3290101,1,1,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,.2894942,.9900474,.0915168,.6995972,-.4658127,-.5413873,.0723472,.7182181
"27.0301-Applied Mathematics, General",270301,"27","270","2703",2949,1,"Applied Mathematics, General","Mathematical Technicians","15-2091.00",-3.327802,-8.59467,-8.535063,5.207261,2.679214,1.442516,.2997133,.7858174,.2949576,-.1623037,.6531636,-.5819215,.5135669,.2431847,.7319003,-.0903715,3.185278,1.959697,4.713333,1.94,6.056667,2.521667,"matched (3)",6.500977,6.518336,7.219404,3.400897,3.40379,3.520635,5.862597,5.799456,6.625352,2.238194,2.238194,2.236281,2.236281,2.261308,2.261308,.3958583,.4028791,.625874,2.422239,2.382833,2.824191,1.319275,1.340282,1.393022,2.363605,2.392342,2.376318,1.083611,1.059466,1.239481,.8946025,.8960873,.9899691,.4440252,.4272805,.59474,5.207261,.2997133,1.442516,2.679214,.7858174,.2949576,-.1623037,.6531636,3.185278,-3.327802,1.959697,1.783034,2.081026,1.055134,.2549584,2.455129,-.1034637,.4472769,-.3183036,-.313268,1,1,1,1,.8947804,.1951264,.7336907,.1346938,.3557793,1.148226,2.576722,.3793775,.882765,.1680073,.7230001,.1157608,.3561629,1.162153,2.560727,.3579717
"27.0502-Mathematical Statistics and Probability",270502,"27","270","2705",279,1,"Mathematical Statistics and Probability","Actuaries","15-2011.00",-1.387802,-6.788837,-6.570897,5.183095,3.197548,1.746683,.0030466,.2358175,.1032909,-.5748037,.7073302,-.4552548,.7744002,.3140181,.8427336,-.1695382,3.18125,2.018485,5.0175,1.756667,6.575,2.225,"matched (3)",6.500977,6.518336,3.64116,3.400897,3.40379,2.924261,5.862597,5.799456,-.796981,2.238194,2.238194,2.236281,2.236281,2.036389,2.036389,.3958583,.4028791,-.3879058,2.422239,2.382833,.4337341,1.319275,1.340282,1.269046,2.363605,2.392342,2.326286,1.083611,1.059466,.6068267,.8946025,.8960873,.1219195,.4440252,.4272805,-.295012,5.183095,.0030466,1.746683,3.197548,.2358175,.1032909,-.5748037,.7073302,3.18125,-1.387802,2.018485,1.783034,2.081026,1.421878,.0433624,2.99635,-.250527,.4906842,-.6176363,-.4318265,1,1,1,1,.8947804,.1951264,.7336907,.1346938,.3557793,1.148226,2.576722,.3793775,.882765,.1680073,.7230001,.1157608,.3561629,1.162153,2.560727,.3579717
"51.0910-Diagnostic Medical Sonography/Sonographer and Ultrasound Technician",510910,"51","510","5109",5116,1,"Diagnostic Medical Sonography/Sonographer and Ultrasound Technician","Diagnostic Medical Sonographers","29-2032.00",15.0722,5.543663,9.896603,5.175594,.3725479,.2141825,-.3419535,4.930818,2.438291,.6376963,1.85483,3.169745,-.5230999,-.3434819,1.130234,.0529618,3.18,2.517273,3.485,3.321667,3.75,1.88,"matched (3)",2.323959,1.979822,5.303817,2.704727,2.647371,3.20137,10.84494,8.96593,13.03318,2.389174,2.389174,2.332234,2.332234,2.455484,2.455484,-.7259768,-.5062233,-.1238423,2.72922,2.078386,4.418373,.1891717,.4078809,.6329603,.1315443,-.000222,.3763256,1.900852,1.384577,2.195476,.0325396,.284817,1.256589,.7958285,.4089926,.9663075,5.175594,-.3419535,.2141825,.3725479,4.930818,2.438291,.6376963,1.85483,3.18,15.0722,2.517273,1.783034,2.081026,-.4259097,-.2027072,.0466101,1.004859,1.410252,.2622205,1.012526,1,1,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,-.0223731,.3959572,.1639355,.1003532,-.3555633,-.2650649,-.4357587,.2646267
"51.1901-Osteopathic Medicine/Osteopathy",511901,"51","511","5119",4815,1,"Osteopathic Medicine/Osteopathy","Family and General Practitioners","29-1062.00",17.7222,6.278662,12.6566,5.065595,.9325478,-.1208174,-1.371953,5.625817,3.433291,1.462696,.7298303,5.059745,.0719001,-.018482,.4302335,.8879619,3.161667,2.597576,3.15,3.553333,4.31,.85,"matched (3)",2.323959,1.145214,5.065595,2.704727,2.50827,3.161667,10.84494,3.22092,17.7222,2.389174,2.389174,2.158143,2.158143,2.597576,2.597576,-.7259768,-.9206302,-1.371953,2.72922,2.072255,5.625817,.1891717,.0861422,-.1208174,.1315443,-.0925528,.9325478,1.900852,1.795603,3.433291,.0325396,-.4169464,.7298303,.7958285,.6935984,1.462696,5.065595,-1.371953,-.1208174,.9325478,5.625817,3.433291,1.462696,.7298303,3.161667,17.7222,2.597576,1.783034,2.081026,-.8298306,-.9373493,.6313373,1.190693,.508715,.860886,1.627999,1,1,1,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,-.188823,.6841462,-.4778933,.3401344,-.6799979,-.7575476,-.5513954,.2627469
"03.0204-Natural Resource Economics",030204,"03","030","0302",78,1,"Natural Resource Economics","Fish and Game Wardens","33-3031.00",32.9822,23.34866,28.0366,4.945594,.1025479,.3491824,-.2219534,4.715817,3.283291,.7526964,.6798303,1.389745,-.1580999,.1315181,.6802335,2.617962,3.141667,3.06,3.62,3.25,3.48,2,"matched (3)",8.051281,7.769475,7.549747,3.659281,3.612314,3.575692,23.86721,23.30116,25.69377,2.783788,2.783788,2.766635,2.766635,2.839139,2.839139,.9911585,.9465855,.8308425,5.711425,5.550667,5.574695,.6248836,.5999205,.6048525,.7238145,.6723022,.5393574,3.109946,3.041349,2.999209,1.129453,1.099433,1.075609,1.472026,1.409886,1.499877,4.945594,-.2219534,.3491824,.1025479,4.715817,3.283291,.7526964,.6798303,3.141667,32.9822,3.06,1.783034,2.081026,-.2631357,-.1171177,-.2353119,.9473704,.4686467,.3456709,1.535214,1,1,1,1,1.208626,1.64446,.9527945,1.020627,.8295689,.0693542,.4833128,1.405968,1.132286,1.557594,.9089789,.9436086,.7818246,.0288884,.4065218,1.329245
"51.0502-Advanced General Dentistry",510502,"51","510","5105",250,1,"Advanced General Dentistry","Dentists, General","29-1021.00",15.0222,5.208663,10.0966,4.925594,-1.037452,.3891826,.4580467,5.115818,2.323291,1.852696,.9398303,4.439745,.9519002,.3015182,.4502335,-.0020382,3.138333,2.515758,3.66,3.383333,2.34,2.68,"matched (3)",2.323959,1.979822,4.528928,2.704727,2.647371,3.072222,10.84494,8.96593,17.57887,2.389174,2.389174,2.332234,2.332234,2.593232,2.593232,-.7259768,-.5062233,.2797133,2.72922,2.078386,4.664151,.1891717,.4078809,.0041825,.1315443,-.000222,-.4191189,1.900852,1.384577,2.436624,.0325396,.284817,.7481635,.7958285,.4089926,1.479363,4.925594,.4580467,.3891826,-1.037452,5.115818,2.323291,1.852696,.9398303,3.138333,15.0222,2.515758,1.783034,2.081026,-.2149061,.3678888,-1.42565,1.054325,.677002,1.143891,.9413906,1,1,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,-.0223731,.3959572,.1639355,.1003532,-.3555633,-.2650649,-.4357587,.2646267
"51.0509-Pediatric Dentistry/Pedodontics",510509,"51","510","5105",93,1,"Pediatric Dentistry/Pedodontics","Dentists, General","29-1021.00",15.0222,5.208663,10.0966,4.925594,-1.037452,.3891826,.4580467,5.115818,2.323291,1.852696,.9398303,4.439745,.9519002,.3015182,.4502335,-.0020382,3.138333,2.515758,3.66,3.383333,2.34,2.68,"matched (3)",2.323959,1.979822,4.528928,2.704727,2.647371,3.072222,10.84494,8.96593,17.57887,2.389174,2.389174,2.332234,2.332234,2.593232,2.593232,-.7259768,-.5062233,.2797133,2.72922,2.078386,4.664151,.1891717,.4078809,.0041825,.1315443,-.000222,-.4191189,1.900852,1.384577,2.436624,.0325396,.284817,.7481635,.7958285,.4089926,1.479363,4.925594,.4580467,.3891826,-1.037452,5.115818,2.323291,1.852696,.9398303,3.138333,15.0222,2.515758,1.783034,2.081026,-.2149061,.3678888,-1.42565,1.054325,.677002,1.143891,.9413906,1,1,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,-.0223731,.3959572,.1639355,.1003532,-.3555633,-.2650649,-.4357587,.2646267
"51.2003-Pharmaceutics and Drug Design",512003,"51","512","5120",549,1,"","","",,,,,,,,,,,,,,,,,,,,,,,"master only (1)",2.323959,3.543577,4.894988,2.704727,2.907997,3.133232,10.84494,14.87434,12.17932,,2.389174,,2.511277,,2.42961,-.7259768,-.6470472,-1.010438,2.72922,3.557786,4.483999,.1891717,.2273596,.4669097,.1315443,.4054784,.9545175,1.900852,2.231892,2.51814,.0325396,.2056357,-.1563819,.7958285,1.120259,2.122242,4.894988,-1.010438,.4669097,.9545175,4.483999,2.51814,2.122242,-.1563819,3.133232,12.17932,2.42961,1.783034,2.081026,-.1211878,-.6795006,.6542771,.885385,-.2014659,1.339489,1.061917,1,1,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,.2894942,.9900474,.0915168,.6995972,-.4658127,-.5413873,.0723472,.7182181
"51.2004-Medicinal and Pharmaceutical Chemistry",512004,"51","512","5120",170,1,"Medicinal and Pharmaceutical Chemistry","Pharmacists","29-1051.00",8.562198,-.5813371,3.696604,4.865594,.9925478,.5191824,-1.431953,4.785817,2.663291,2.702696,-.5801698,3.279746,.2419002,.3615181,-.1397665,1.137962,3.128333,2.32,3.79,3.273333,4.37,.79,"matched (3)",2.323959,3.543577,4.894988,2.704727,2.907997,3.133232,10.84494,14.87434,12.17932,2.389174,2.389174,2.511277,2.511277,2.42961,2.42961,-.7259768,-.6470472,-1.010438,2.72922,3.557786,4.483999,.1891717,.2273596,.4669097,.1315443,.4054784,.9545175,1.900852,2.231892,2.51814,.0325396,.2056357,-.1563819,.7958285,1.120259,2.122242,4.865594,-1.431953,.5191824,.9925478,4.785817,2.663291,2.702696,-.5801698,3.128333,8.562198,2.32,1.783034,2.081026,-.0581608,-.9801441,.6939866,.9660874,-.5410754,1.760698,1.151703,1,1,1,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,.2894942,.9900474,.0915168,.6995972,-.4658127,-.5413873,.0723472,.7182181
"51.2005-Natural Products Chemistry and Pharmacognosy",512005,"51","512","5120",14,1,"Natural Products Chemistry and Pharmacognosy","Pharmacists","29-1051.00",8.562198,-.5813371,3.696604,4.865594,.9925478,.5191824,-1.431953,4.785817,2.663291,2.702696,-.5801698,3.279746,.2419002,.3615181,-.1397665,1.137962,3.128333,2.32,3.79,3.273333,4.37,.79,"matched (3)",2.323959,3.543577,4.894988,2.704727,2.907997,3.133232,10.84494,14.87434,12.17932,2.389174,2.389174,2.511277,2.511277,2.42961,2.42961,-.7259768,-.6470472,-1.010438,2.72922,3.557786,4.483999,.1891717,.2273596,.4669097,.1315443,.4054784,.9545175,1.900852,2.231892,2.51814,.0325396,.2056357,-.1563819,.7958285,1.120259,2.122242,4.865594,-1.431953,.5191824,.9925478,4.785817,2.663291,2.702696,-.5801698,3.128333,8.562198,2.32,1.783034,2.081026,-.0581608,-.9801441,.6939866,.9660874,-.5410754,1.760698,1.151703,1,1,1,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,.2894942,.9900474,.0915168,.6995972,-.4658127,-.5413873,.0723472,.7182181
"51.2006-Clinical and Industrial Drug Development",512006,"51","512","5120",156,1,"Clinical and Industrial Drug Development","Pharmacists","29-1051.00",8.562198,-.5813371,3.696604,4.865594,.9925478,.5191824,-1.431953,4.785817,2.663291,2.702696,-.5801698,3.279746,.2419002,.3615181,-.1397665,1.137962,3.128333,2.32,3.79,3.273333,4.37,.79,"matched (3)",2.323959,3.543577,4.894988,2.704727,2.907997,3.133232,10.84494,14.87434,12.17932,2.389174,2.389174,2.511277,2.511277,2.42961,2.42961,-.7259768,-.6470472,-1.010438,2.72922,3.557786,4.483999,.1891717,.2273596,.4669097,.1315443,.4054784,.9545175,1.900852,2.231892,2.51814,.0325396,.2056357,-.1563819,.7958285,1.120259,2.122242,4.865594,-1.431953,.5191824,.9925478,4.785817,2.663291,2.702696,-.5801698,3.128333,8.562198,2.32,1.783034,2.081026,-.0581608,-.9801441,.6939866,.9660874,-.5410754,1.760698,1.151703,1,1,1,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,.2894942,.9900474,.0915168,.6995972,-.4658127,-.5413873,.0723472,.7182181
"51.2007-Pharmacoeconomics/Pharmaceutical Economics",512007,"51","512","5120",94,1,"Pharmacoeconomics/Pharmaceutical Economics","Pharmacists","29-1051.00",8.562198,-.5813371,3.696604,4.865594,.9925478,.5191824,-1.431953,4.785817,2.663291,2.702696,-.5801698,3.279746,.2419002,.3615181,-.1397665,1.137962,3.128333,2.32,3.79,3.273333,4.37,.79,"matched (3)",2.323959,3.543577,4.894988,2.704727,2.907997,3.133232,10.84494,14.87434,12.17932,2.389174,2.389174,2.511277,2.511277,2.42961,2.42961,-.7259768,-.6470472,-1.010438,2.72922,3.557786,4.483999,.1891717,.2273596,.4669097,.1315443,.4054784,.9545175,1.900852,2.231892,2.51814,.0325396,.2056357,-.1563819,.7958285,1.120259,2.122242,4.865594,-1.431953,.5191824,.9925478,4.785817,2.663291,2.702696,-.5801698,3.128333,8.562198,2.32,1.783034,2.081026,-.0581608,-.9801441,.6939866,.9660874,-.5410754,1.760698,1.151703,1,1,1,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,.2894942,.9900474,.0915168,.6995972,-.4658127,-.5413873,.0723472,.7182181
"51.2008-Clinical, Hospital, and Managed Care Pharmacy",512008,"51","512","5120",7,1,"Clinical, Hospital, and Managed Care Pharmacy","Pharmacists","29-1051.00",8.562198,-.5813371,3.696604,4.865594,.9925478,.5191824,-1.431953,4.785817,2.663291,2.702696,-.5801698,3.279746,.2419002,.3615181,-.1397665,1.137962,3.128333,2.32,3.79,3.273333,4.37,.79,"matched (3)",2.323959,3.543577,4.894988,2.704727,2.907997,3.133232,10.84494,14.87434,12.17932,2.389174,2.389174,2.511277,2.511277,2.42961,2.42961,-.7259768,-.6470472,-1.010438,2.72922,3.557786,4.483999,.1891717,.2273596,.4669097,.1315443,.4054784,.9545175,1.900852,2.231892,2.51814,.0325396,.2056357,-.1563819,.7958285,1.120259,2.122242,4.865594,-1.431953,.5191824,.9925478,4.785817,2.663291,2.702696,-.5801698,3.128333,8.562198,2.32,1.783034,2.081026,-.0581608,-.9801441,.6939866,.9660874,-.5410754,1.760698,1.151703,1,1,1,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,.2894942,.9900474,.0915168,.6995972,-.4658127,-.5413873,.0723472,.7182181
"51.2009-Industrial and Physical Pharmacy and Cosmetic Sciences",512009,"51","512","5120",18,1,"Industrial and Physical Pharmacy and Cosmetic Sciences","Pharmacists","29-1051.00",8.562198,-.5813371,3.696604,4.865594,.9925478,.5191824,-1.431953,4.785817,2.663291,2.702696,-.5801698,3.279746,.2419002,.3615181,-.1397665,1.137962,3.128333,2.32,3.79,3.273333,4.37,.79,"matched (3)",2.323959,3.543577,4.894988,2.704727,2.907997,3.133232,10.84494,14.87434,12.17932,2.389174,2.389174,2.511277,2.511277,2.42961,2.42961,-.7259768,-.6470472,-1.010438,2.72922,3.557786,4.483999,.1891717,.2273596,.4669097,.1315443,.4054784,.9545175,1.900852,2.231892,2.51814,.0325396,.2056357,-.1563819,.7958285,1.120259,2.122242,4.865594,-1.431953,.5191824,.9925478,4.785817,2.663291,2.702696,-.5801698,3.128333,8.562198,2.32,1.783034,2.081026,-.0581608,-.9801441,.6939866,.9660874,-.5410754,1.760698,1.151703,1,1,1,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,.2894942,.9900474,.0915168,.6995972,-.4658127,-.5413873,.0723472,.7182181
"51.1004-Clinical/Medical Laboratory Technician",511004,"51","511","5110",4124,1,"Clinical Laboratory Science/Medical Technology/Technologist","Histotechnologists and Histologic Technicians","29-2011.03",1.742197,-6.18467,-3.08673,4.828928,.1942145,.0908491,-.6086201,5.152484,3.146624,1.819363,.1864968,2.536412,-.5697665,-.3051486,.6252337,-.0637049,3.122222,2.113333,3.361667,3.395555,3.571667,1.613333,"matched (3)",2.323959,1.145214,3.587943,2.704727,2.50827,2.915391,10.84494,3.22092,-1.737803,2.389174,2.389174,2.158143,2.158143,2.007879,2.007879,-.7259768,-.9206302,-.5632413,2.72922,2.072255,4.060514,.1891717,.0861422,.0397885,.1315443,-.0925528,.0508812,1.900852,1.795603,2.453821,.0325396,-.4169464,-.0552456,.7958285,.6935984,1.661939,4.828928,-.6086201,.0908491,.1942145,5.152484,3.146624,1.819363,.1864968,3.122222,1.742197,2.113333,1.783034,2.081026,-.574617,-.3929058,-.1395976,1.06413,.0733057,1.119703,1.450677,1,1,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,-.188823,.6841462,-.4778933,.3401344,-.6799979,-.7575476,-.5513954,.2627469
"51.2308-Physical Therapy/Therapist",512308,"51","512","5123",10626,1,"Physical Therapy/Therapist","Health Specialties Teachers, Postsecondary","25-1071.00",19.0922,9.098662,14.3016,4.790595,.2575479,.0391825,-.6469535,5.140818,3.008291,.7476963,1.38483,3.454745,-.1080999,-.0784819,1.055234,.6929618,3.115833,2.639091,3.31,3.391667,3.635,1.575,"matched (3)",2.323959,3.543577,4.331428,2.704727,2.907997,3.039306,10.84494,14.87434,20.72894,2.389174,2.389174,2.511277,2.511277,2.688689,2.688689,-.7259768,-.6470472,-.1580141,2.72922,3.557786,4.014681,.1891717,.2273596,.1326673,.1315443,.4054784,.3420933,1.900852,2.231892,2.310109,.0325396,.2056357,.9671029,.7958285,1.120259,.7374691,4.790595,-.6469535,.0391825,.2575479,5.140818,3.008291,.7476963,1.38483,3.115833,19.0922,2.639091,1.783034,2.081026,-.6369132,-.4202469,-.0734678,1.06101,1.03361,.3420426,1.365109,1,1,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,.2894942,.9900474,.0915168,.6995972,-.4658127,-.5413873,.0723472,.7182181
"40.0101-Physical Sciences",400101,"40","400","4001",3361,1,"Physical Sciences","Natural Sciences Managers","11-9121.00",18.9972,12.26866,14.2316,4.765594,.8425479,.8291826,.1980466,2.895817,1.508291,1.117696,.2698302,-.0552548,-.0530999,.546518,1.010234,1.007962,3.111667,2.636212,4.1,2.643333,4.22,2.42,"matched (3)",11.61109,11.48933,4.765594,4.252584,4.232289,3.111667,18.05542,17.59998,18.9972,2.607673,2.607673,2.593872,2.593872,2.636212,2.636212,1.635861,1.539342,.1980466,6.875634,6.847627,2.895817,1.219037,1.213535,.8291826,1.880562,1.888827,.8425479,2.007703,2.006176,1.508291,2.42408,2.431026,.2698302,2.443851,2.410425,1.117696,4.765594,.1980466,.8291826,.8425479,2.895817,1.508291,1.117696,.2698302,3.111667,18.9972,2.636212,1.783034,2.081026,.3156171,.1824451,.5373634,.4607245,.1400862,.610535,.4372591,1,0,0,1,1.929279,.8560819,2.160618,1.858147,1.342677,.9924862,1.960054,1.76933,1.874155,.8317878,2.126847,1.786566,1.245887,.9681422,1.930118,1.726899
"27.0503-Mathematics and Statistics",270503,"27","270","2705",139,1,"Mathematics and Statistics","Actuaries","15-2011.00",1.147198,-4.713004,-3.58173,4.728928,2.324214,1.270849,-.1036201,1.237484,.8482909,-.000637,.3898302,.0547452,.5769002,.5781847,.828567,.2479618,3.105556,2.095303,4.541667,2.090556,5.701667,2.118333,"matched (3)",6.500977,6.518336,3.64116,3.400897,3.40379,2.924261,5.862597,5.799456,-.796981,2.238194,2.238194,2.236281,2.236281,2.036389,2.036389,.3958583,.4028791,-.3879058,2.422239,2.382833,.4337341,1.319275,1.340282,1.269046,2.363605,2.392342,2.326286,1.083611,1.059466,.6068267,.8946025,.8960873,.1219195,.4440252,.4272805,-.295012,4.728928,-.1036201,1.270849,2.324214,1.237484,.8482909,-.000637,.3898302,3.105556,1.147198,2.095303,1.783034,2.081026,.8481498,-.0327171,2.084454,.0173065,.2362503,-.2009893,.0290054,1,1,1,1,.8947804,.1951264,.7336907,.1346938,.3557793,1.148226,2.576722,.3793775,.882765,.1680073,.7230001,.1157608,.3561629,1.162153,2.560727,.3579717
"15.1399-Drafting/Design Engineering Technologies/Technicians, Other",151399,"15","151","1513",127,1,"","","",,,,,,,,,,,,,,,,,,,,,,,"master only (1)",7.206443,6.361625,4.642761,3.518475,3.377672,3.091194,8.878524,7.149046,2.838031,,2.329586,,2.277177,,2.14654,2.432733,2.532327,2.830047,2.533818,1.403644,-.3223492,1.207758,1.315348,1.197849,1.032134,1.110307,.9372146,-.2723723,-.4371489,-.8277091,1.805713,1.478903,1.03333,1.000477,.3618896,-.5279703,4.642761,2.830047,1.197849,.9372146,-.3223492,-.8277091,-.5279703,1.03333,3.091194,2.838031,2.14654,1.783034,2.081026,.7601309,2.059706,.6362101,-.399774,.7519298,-.5836514,-1.007712,1,1,1,1,1.037596,-.7747387,1.583712,.6142452,1.976894,.9749615,.8769235,.4142027,.8515114,-.8813357,1.25604,.0606688,2.023284,1.123987,.9550861,.0577473
