"","STABBR","AWLEVEL","CIPCODE","totalawards","statetotals","comp_high_any","stem_high_any"
"39857","NM",1,51.3501,114,2447,0,0
"39858","NM",1,51.3902,156,2447,0,0
"39859","NM",1,52.0101,21,2447,0,0
"39860","NM",1,52.0201,2,2447,0,0
"39861","NM",1,52.0302,5,2447,0,0
"39862","NM",1,52.0401,0,2447,0,0
"39863","NM",1,52.0407,20,2447,0,0
"39864","NM",1,52.0803,0,2447,0,0
"39865","NM",1,99,2447,2447,NA,NA
"39866","NM",17,1.0901,1,289,0,1
"39867","NM",17,1.1102,3,289,0,1
"39868","NM",17,1.1106,1,289,0,1
"39869","NM",17,5.0102,1,289,0,0
"39870","NM",17,11.0101,10,289,1,1
"39871","NM",17,11.0701,3,289,1,1
"39872","NM",17,13.0301,12,289,1,1
"39873","NM",17,13.0401,10,289,0,0
"39874","NM",17,13.0901,11,289,NA,0
"39875","NM",17,13.1001,3,289,NA,0
"39876","NM",17,13.1101,5,289,0,0
"39877","NM",17,13.1314,8,289,0,0
"39878","NM",17,13.1319,3,289,0,0
"39879","NM",17,13.9999,1,289,NA,0
"39880","NM",17,14.0101,46,289,1,1
"39881","NM",17,14.1801,1,289,1,1
"39882","NM",17,14.2501,0,289,1,1
"39883","NM",17,16.0102,5,289,0,0
"39884","NM",17,16.0905,4,289,0,0
"39885","NM",17,23.0101,6,289,0,0
"39886","NM",17,23.1304,11,289,0,0
"39887","NM",17,23.9999,2,289,0,0
"39888","NM",17,26.0101,21,289,0,1
"39889","NM",17,26.0204,8,289,NA,1
"39890","NM",17,27.0101,9,289,0,1
"39891","NM",17,27.0301,0,289,1,1
"39892","NM",17,27.0501,3,289,0,1
"39893","NM",17,38.0101,1,289,0,0
"39894","NM",17,40.0201,2,289,1,1
"39895","NM",17,40.0501,14,289,NA,1
"39896","NM",17,40.0601,4,289,0,1
"39897","NM",17,40.0602,0,289,0,1
"39898","NM",17,40.0603,0,289,0,1
"39899","NM",17,40.0605,0,289,0,1
"39900","NM",17,40.0801,14,289,1,1
"39901","NM",17,40.0807,6,289,1,1
"39902","NM",17,42.0101,11,289,0,0
"39903","NM",17,45.0201,12,289,0,0
"39904","NM",17,45.0601,3,289,0,1
"39905","NM",17,45.1001,2,289,0,0
"39906","NM",17,45.1101,3,289,0,0
"39907","NM",17,50.0703,1,289,0,0
"39908","NM",17,51.1401,18,289,0,1
"39909","NM",17,51.3808,3,289,NA,1
"39910","NM",17,52.0201,4,289,0,0
"39911","NM",17,54.0101,3,289,0,0
"39912","NM",17,99,289,289,NA,NA
"39913","NM",18,22.0101,111,281,0,0
"39914","NM",18,51.1201,77,281,NA,0
"39915","NM",18,51.2001,93,281,0,1
"39916","NM",18,99,281,281,NA,NA
"39917","NM",2,1.0603,0,3385,0,1
"39918","NM",2,1.0605,8,3385,0,0
"39919","NM",2,1.1103,0,3385,NA,1
"39920","NM",2,3.0101,6,3385,NA,1
"39921","NM",2,3.0104,0,3385,0,1
"39922","NM",2,4.0501,1,3385,0,1
"39923","NM",2,4.0901,4,3385,0,1
"39924","NM",2,9.0102,1,3385,NA,0
"39925","NM",2,9.0702,3,3385,0,0
"39926","NM",2,10.0201,7,3385,0,0
"39927","NM",2,10.0304,3,3385,1,1
"39928","NM",2,10.0399,0,3385,0,0
"39929","NM",2,11.0101,10,3385,1,1
"39930","NM",2,11.0103,9,3385,1,1
"39931","NM",2,11.0202,0,3385,1,1
"39932","NM",2,11.0301,26,3385,1,1
"39933","NM",2,11.0401,2,3385,1,1
"39934","NM",2,11.0602,12,3385,0,0
"39935","NM",2,11.0901,3,3385,1,1
"39936","NM",2,11.1001,0,3385,NA,1
"39937","NM",2,11.1002,0,3385,1,1
"39938","NM",2,11.1004,3,3385,1,1
"39939","NM",2,11.1005,0,3385,1,1
"39940","NM",2,11.9999,0,3385,NA,1
"39941","NM",2,12.0401,228,3385,0,0
"39942","NM",2,12.0402,222,3385,0,0
"39943","NM",2,12.0413,31,3385,0,0
"39944","NM",2,12.05,5,3385,0,0
"39945","NM",2,12.0501,35,3385,0,0
"39946","NM",2,12.0503,57,3385,0,0
"39947","NM",2,12.0505,20,3385,0,0
"39948","NM",2,13.0101,3,3385,0,0
"39949","NM",2,13.1001,5,3385,NA,0
"39950","NM",2,13.1202,31,3385,0,0
"39951","NM",2,13.1205,30,3385,0,0
"39952","NM",2,13.1209,6,3385,0,0
"39953","NM",2,13.121,12,3385,0,0
"39954","NM",2,13.1299,1,3385,NA,0
"39955","NM",2,13.1319,0,3385,0,0
"39956","NM",2,13.9999,101,3385,NA,0
"39957","NM",2,14.3801,5,3385,1,1
"39958","NM",2,15.0303,25,3385,1,1
"39959","NM",2,15.0304,1,3385,1,1
"39960","NM",2,15.0403,27,3385,1,1
"39961","NM",2,15.0505,8,3385,0,1
"39962","NM",2,15.0506,0,3385,0,1
"39963","NM",2,15.0599,0,3385,1,1
"39964","NM",2,15.0612,0,3385,0,1
"39965","NM",2,15.0613,1,3385,0,1
"39966","NM",2,15.0799,0,3385,NA,0
"39967","NM",2,15.0803,8,3385,0,1
"39968","NM",2,15.1001,1,3385,0,1
"39969","NM",2,15.1102,1,3385,1,1
"39970","NM",2,15.1201,0,3385,1,1
"39971","NM",2,15.1202,0,3385,1,1
"39972","NM",2,15.1301,9,3385,0,1
"39973","NM",2,15.1302,7,3385,0,1
"39974","NM",2,15.1303,22,3385,0,1
"39975","NM",2,15.1304,11,3385,0,1
"39976","NM",2,15.1306,1,3385,0,1
"39977","NM",2,16.1603,2,3385,0,0
"39978","NM",2,19.0702,0,3385,NA,0
"39979","NM",2,19.0708,11,3385,0,0
"39980","NM",2,19.0709,3,3385,0,0
"39981","NM",2,22.0301,0,3385,0,0
"39982","NM",2,22.0302,23,3385,NA,0
"39983","NM",2,22.9999,15,3385,NA,0
"39984","NM",2,23.1302,5,3385,0,0
"39985","NM",2,24.0101,5,3385,NA,0
"39986","NM",2,24.0102,0,3385,NA,0
"39987","NM",2,25.0301,4,3385,0,1
"39988","NM",2,30.0501,8,3385,NA,0
"39989","NM",2,30.2501,1,3385,NA,0
"39990","NM",2,31.0301,0,3385,NA,0
"39991","NM",2,31.0501,6,3385,0,0
"39992","NM",2,31.0504,1,3385,0,0
"39993","NM",2,31.0507,13,3385,0,0
"39994","NM",2,43.0102,42,3385,0,0
"39995","NM",2,43.0104,0,3385,0,0
"39996","NM",2,43.0107,0,3385,0,0
"39997","NM",2,43.0109,0,3385,0,0
"39998","NM",2,43.0202,0,3385,0,0
"39999","NM",2,43.0203,5,3385,0,1
"40000","NM",2,44.0201,4,3385,0,0
"40001","NM",2,44.0701,2,3385,0,0
"40002","NM",2,45.0702,9,3385,0,0
"40003","NM",2,45.0799,0,3385,0,0
"40004","NM",2,46.0201,47,3385,0,0
"40005","NM",2,46.0302,217,3385,0,0
"40006","NM",2,46.0303,7,3385,0,1
"40007","NM",2,46.0401,1,3385,0,0
"40008","NM",2,46.0403,11,3385,0,1
"40009","NM",2,46.0499,2,3385,NA,0
"40010","NM",2,46.0502,0,3385,0,1
"40011","NM",2,46.0503,40,3385,0,0
"40012","NM",2,46.9999,1,3385,NA,0
"40013","NM",2,47.0104,0,3385,1,1
"40014","NM",2,47.0201,46,3385,0,1
"40015","NM",2,47.0303,11,3385,0,1
"40016","NM",2,47.0603,4,3385,0,0
"40017","NM",2,47.0604,144,3385,NA,0
"40018","NM",2,47.0605,32,3385,0,1
"40019","NM",2,47.0607,2,3385,0,0
"40020","NM",2,47.0614,1,3385,0,0
"40021","NM",2,48.0501,8,3385,NA,1
"40022","NM",2,48.0503,0,3385,0,0
"40023","NM",2,48.0508,57,3385,0,0
"40024","NM",2,48.0701,1,3385,0,0
"40025","NM",2,48.0702,3,3385,0,0
"40026","NM",2,50.0102,6,3385,0,1
"40027","NM",2,50.0401,6,3385,0,0
"40028","NM",2,50.0402,4,3385,0,0
"40029","NM",2,50.0407,2,3385,0,0
"40030","NM",2,50.0408,0,3385,NA,0
"40031","NM",2,50.0409,0,3385,0,0
"40032","NM",2,50.0602,32,3385,0,0
"40033","NM",2,50.0701,2,3385,0,0
"40034","NM",2,51.0601,143,3385,0,0
"40035","NM",2,51.0705,7,3385,0,0
"40036","NM",2,51.0706,70,3385,0,0
"40037","NM",2,51.0707,38,3385,0,0
"40038","NM",2,51.0708,9,3385,0,0
"40039","NM",2,51.071,31,3385,0,0
"40040","NM",2,51.0713,4,3385,0,0
"40041","NM",2,51.0716,2,3385,0,0
"40042","NM",2,51.0801,236,3385,0,0
"40043","NM",2,51.0805,97,3385,0,0
"40044","NM",2,51.0808,7,3385,0,0
"40045","NM",2,51.0899,166,3385,NA,0
"40046","NM",2,51.0904,74,3385,0,1
"40047","NM",2,51.0905,7,3385,0,1
"40048","NM",2,51.0909,17,3385,0,0
"40049","NM",2,51.091,2,3385,0,1
"40050","NM",2,51.0913,48,3385,0,1
"40051","NM",2,51.092,8,3385,0,1
"40052","NM",2,51.0999,0,3385,NA,0
"40053","NM",2,51.1001,3,3385,0,1
"40054","NM",2,51.1003,8,3385,0,1
"40055","NM",2,51.1105,31,3385,NA,0
"40056","NM",2,51.1501,1,3385,0,0
"40057","NM",2,51.1802,0,3385,0,0
"40058","NM",2,51.2601,17,3385,0,0
"40059","NM",2,51.3501,69,3385,0,0
"40060","NM",2,51.3901,93,3385,0,1
"40061","NM",2,51.3902,77,3385,0,0
"40062","NM",2,52.0101,0,3385,0,0
"40063","NM",2,52.0201,37,3385,0,0
"40064","NM",2,52.0204,0,3385,0,0
"40065","NM",2,52.0206,0,3385,0,0
"40066","NM",2,52.0211,1,3385,0,0
"40067","NM",2,52.0299,38,3385,NA,0
"40068","NM",2,52.0301,10,3385,0,0
"40069","NM",2,52.0302,70,3385,0,0
"40070","NM",2,52.0401,35,3385,0,0
"40071","NM",2,52.0402,0,3385,0,0
"40072","NM",2,52.0407,0,3385,0,0
"40073","NM",2,52.0408,60,3385,NA,0
"40074","NM",2,52.0701,1,3385,0,0
"40075","NM",2,52.0803,1,3385,0,0
"40076","NM",2,52.0901,2,3385,0,0
"40077","NM",2,52.1001,4,3385,0,0
"40078","NM",2,52.1201,0,3385,NA,1
"40079","NM",2,52.1801,0,3385,0,0
"40080","NM",2,52.1803,0,3385,0,0
"40081","NM",2,52.2001,3,3385,0,1
"40082","NM",2,99,3385,3385,NA,NA
"40083","NM",3,1,0,5383,0,1
"40084","NM",3,1.0101,1,5383,0,1
"40085","NM",3,1.0301,0,5383,0,1
"40086","NM",3,1.0599,3,5383,NA,0
"40087","NM",3,1.0901,3,5383,0,1
"40088","NM",3,3.0101,3,5383,NA,1
"40089","NM",3,3.0104,6,5383,0,1
"40090","NM",3,3.0201,0,5383,0,1
"40091","NM",3,3.9999,4,5383,0,1
"40092","NM",3,4.0901,5,5383,0,1
"40093","NM",3,5.0102,1,5383,0,0
"40094","NM",3,5.0122,0,5383,0,0
"40095","NM",3,5.0202,0,5383,NA,0
"40096","NM",3,5.0299,0,5383,0,0
"40097","NM",3,9.0101,0,5383,0,0
"40098","NM",3,9.0702,0,5383,0,0
"40099","NM",3,10.0304,5,5383,1,1
"40100","NM",3,10.0399,0,5383,0,0
"40101","NM",3,11.0101,16,5383,1,1
"40102","NM",3,11.0103,5,5383,1,1
"40103","NM",3,11.0201,2,5383,1,1
"40104","NM",3,11.0301,44,5383,1,1
"40105","NM",3,11.0401,42,5383,1,1
"40106","NM",3,11.0701,0,5383,1,1
"40107","NM",3,11.0801,3,5383,1,1
"40108","NM",3,11.0803,15,5383,1,1
"40109","NM",3,11.0901,49,5383,1,1
"40110","NM",3,11.1001,2,5383,NA,1
"40111","NM",3,11.1002,2,5383,1,1
"40112","NM",3,11.1004,0,5383,1,1
"40113","NM",3,11.1005,0,5383,1,1
"40114","NM",3,11.1006,1,5383,1,1
"40115","NM",3,11.9999,1,5383,NA,1
"40116","NM",3,12.0401,27,5383,0,0
"40117","NM",3,12.0402,2,5383,0,0
"40118","NM",3,12.0412,0,5383,0,0
"40119","NM",3,12.05,4,5383,0,0
"40120","NM",3,12.0503,27,5383,0,0
"40121","NM",3,12.0508,0,5383,0,0
"40122","NM",3,13.0101,77,5383,0,0
"40123","NM",3,13.0201,0,5383,0,0
"40124","NM",3,13.1202,83,5383,0,0
"40125","NM",3,13.1206,8,5383,0,0
"40126","NM",3,13.1209,12,5383,0,0
"40127","NM",3,13.121,70,5383,0,0
"40128","NM",3,13.1309,3,5383,0,0
"40129","NM",3,13.1314,0,5383,0,0
"40130","NM",3,13.1327,1,5383,0,0
"40131","NM",3,13.1501,1,5383,0,0
"40132","NM",3,13.9999,0,5383,NA,0
"40133","NM",3,14.0101,8,5383,1,1
"40134","NM",3,14.0102,17,5383,NA,1
"40135","NM",3,14.3501,1,5383,0,1
"40136","NM",3,15,0,5383,NA,1
"40137","NM",3,15.0303,89,5383,1,1
"40138","NM",3,15.0304,9,5383,1,1
"40139","NM",3,15.0403,21,5383,1,1
"40140","NM",3,15.0404,14,5383,1,1
"40141","NM",3,15.0406,0,5383,1,1
"40142","NM",3,15.0505,8,5383,0,1
"40143","NM",3,15.0506,9,5383,0,1
"40144","NM",3,15.0507,4,5383,0,1
"40145","NM",3,15.0508,0,5383,0,1
"40146","NM",3,15.0599,1,5383,1,1
"40147","NM",3,15.0612,22,5383,0,1
"40148","NM",3,15.0613,2,5383,0,1
"40149","NM",3,15.0701,1,5383,0,1
"40150","NM",3,15.0799,2,5383,NA,0
"40151","NM",3,15.0805,0,5383,0,1
"40152","NM",3,15.1001,5,5383,0,1
"40153","NM",3,15.1102,0,5383,1,1
"40154","NM",3,15.1301,11,5383,0,1
"40155","NM",3,15.1302,29,5383,0,1
"40156","NM",3,15.1303,19,5383,0,1
"40157","NM",3,15.1304,16,5383,0,1
"40158","NM",3,15.1306,0,5383,0,1
"40159","NM",3,15.1502,2,5383,1,1
"40160","NM",3,15.9999,0,5383,NA,1
"40161","NM",3,16.0905,3,5383,0,0
"40162","NM",3,16.1603,1,5383,0,0
"40163","NM",3,19.0707,25,5383,0,1
"40164","NM",3,19.0708,5,5383,0,0
"40165","NM",3,19.0709,22,5383,0,0
"40166","NM",3,19.0799,0,5383,NA,0
"40167","NM",3,22.0001,4,5383,NA,0
"40168","NM",3,22.0301,1,5383,0,0
"40169","NM",3,22.0302,68,5383,NA,0
"40170","NM",3,22.0399,0,5383,NA,0
"40171","NM",3,23.0101,0,5383,0,0
"40172","NM",3,23.1302,1,5383,0,0
"40173","NM",3,24.0101,640,5383,NA,0
"40174","NM",3,24.0102,1171,5383,NA,0
"40175","NM",3,24.0199,18,5383,NA,0
"40176","NM",3,25.0301,2,5383,0,1
"40177","NM",3,26.0101,0,5383,0,1
"40178","NM",3,26.1201,6,5383,0,1
"40179","NM",3,27.0101,0,5383,0,1
"40180","NM",3,30.1401,0,5383,0,0
"40181","NM",3,30.9999,105,5383,NA,0
"40182","NM",3,31.0101,5,5383,0,0
"40183","NM",3,31.0501,3,5383,0,0
"40184","NM",3,40.0101,16,5383,0,0
"40185","NM",3,40.0501,0,5383,NA,1
"40186","NM",3,40.0601,0,5383,0,1
"40187","NM",3,40.0604,1,5383,NA,1
"40188","NM",3,40.0801,0,5383,1,1
"40189","NM",3,40.1001,4,5383,1,1
"40190","NM",3,41.0101,0,5383,0,1
"40191","NM",3,41.0299,1,5383,0,1
"40192","NM",3,42.0101,27,5383,0,0
"40193","NM",3,43.0102,9,5383,0,0
"40194","NM",3,43.0103,70,5383,0,0
"40195","NM",3,43.0104,129,5383,0,0
"40196","NM",3,43.0107,3,5383,0,0
"40197","NM",3,43.0201,0,5383,0,1
"40198","NM",3,43.0202,1,5383,0,0
"40199","NM",3,43.0203,20,5383,0,1
"40200","NM",3,44,11,5383,0,0
"40201","NM",3,44.0201,2,5383,0,0
"40202","NM",3,44.0401,0,5383,0,0
"40203","NM",3,44.0701,39,5383,0,0
"40204","NM",3,44.9999,2,5383,NA,0
"40205","NM",3,45.0101,1,5383,0,0
"40206","NM",3,45.0702,12,5383,0,0
"40207","NM",3,45.0799,0,5383,0,0
"40208","NM",3,45.1101,0,5383,0,0
"40209","NM",3,46,0,5383,0,0
"40210","NM",3,46.0201,2,5383,0,0
"40211","NM",3,46.0302,1,5383,0,0
"40212","NM",3,46.0415,20,5383,0,1
"40213","NM",3,46.0499,4,5383,NA,0
"40214","NM",3,46.9999,7,5383,NA,0
"40215","NM",3,47.0104,0,5383,1,1
"40216","NM",3,47.0201,10,5383,0,1
"40217","NM",3,47.0303,24,5383,0,1
"40218","NM",3,47.0603,3,5383,0,0
"40219","NM",3,47.0604,44,5383,NA,0
"40220","NM",3,47.0605,8,5383,0,1
"40221","NM",3,47.0607,104,5383,0,0
"40222","NM",3,47.0608,1,5383,0,0
"40223","NM",3,47.0699,11,5383,NA,0
"40224","NM",3,48.0503,1,5383,0,0
"40225","NM",3,48.0508,14,5383,0,0
"40226","NM",3,48.0599,13,5383,NA,1
"40227","NM",3,48.0702,0,5383,0,0
"40228","NM",3,49.0102,9,5383,0,1
"40229","NM",3,50.0101,0,5383,0,0
"40230","NM",3,50.0102,16,5383,0,1
"40231","NM",3,50.0401,23,5383,0,0
"40232","NM",3,50.0402,12,5383,0,0
"40233","NM",3,50.0406,1,5383,0,0
"40234","NM",3,50.0408,8,5383,NA,0
"40235","NM",3,50.0409,6,5383,0,0
"40236","NM",3,50.0411,2,5383,1,1
"40237","NM",3,50.0501,0,5383,NA,0
"40238","NM",3,50.0602,6,5383,0,0
"40239","NM",3,50.0605,2,5383,0,0
"40240","NM",3,50.0701,12,5383,0,0
"40241","NM",3,50.0702,8,5383,0,0
"40242","NM",3,50.0709,4,5383,0,0
"40243","NM",3,50.0903,0,5383,0,0
"40244","NM",3,50.1002,3,5383,0,0
"40245","NM",3,51.0601,1,5383,0,0
"40246","NM",3,51.0602,24,5383,0,1
"40247","NM",3,51.0705,1,5383,0,0
"40248","NM",3,51.0706,9,5383,0,0
"40249","NM",3,51.0707,18,5383,0,0
"40250","NM",3,51.071,3,5383,0,0
"40251","NM",3,51.0716,2,5383,0,0
"40252","NM",3,51.0717,0,5383,NA,0
"40253","NM",3,51.0801,17,5383,0,0
"40254","NM",3,51.0803,12,5383,0,0
"40255","NM",3,51.0805,1,5383,0,0
"40256","NM",3,51.0806,25,5383,0,0
"40257","NM",3,51.0808,28,5383,0,0
"40258","NM",3,51.081,0,5383,0,0
"40259","NM",3,51.0812,44,5383,0,1
"40260","NM",3,51.0814,0,5383,0,0
"40261","NM",3,51.0904,15,5383,0,1
"40262","NM",3,51.0907,57,5383,NA,0
"40263","NM",3,51.0908,35,5383,0,1
"40264","NM",3,51.0909,9,5383,0,0
"40265","NM",3,51.091,28,5383,0,1
"40266","NM",3,51.0911,46,5383,0,1
"40267","NM",3,51.0999,2,5383,NA,0
"40268","NM",3,51.1004,14,5383,0,1
"40269","NM",3,51.1102,3,5383,NA,0
"40270","NM",3,51.1501,1,5383,0,0
"40271","NM",3,51.1801,6,5383,0,0
"40272","NM",3,51.2306,9,5383,0,0
"40273","NM",3,51.3501,2,5383,0,0
"40274","NM",3,51.3801,655,5383,0,1
"40275","NM",3,51.3818,21,5383,0,0
"40276","NM",3,51.3901,0,5383,0,1
"40277","NM",3,52.0101,73,5383,0,0
"40278","NM",3,52.0201,346,5383,0,0
"40279","NM",3,52.0204,0,5383,0,0
"40280","NM",3,52.0208,2,5383,0,0
"40281","NM",3,52.0211,5,5383,0,0
"40282","NM",3,52.0299,8,5383,NA,0
"40283","NM",3,52.0301,80,5383,0,0
"40284","NM",3,52.0302,18,5383,0,0
"40285","NM",3,52.0401,68,5383,0,0
"40286","NM",3,52.0402,2,5383,0,0
"40287","NM",3,52.0407,3,5383,0,0
"40288","NM",3,52.0408,38,5383,NA,0
"40289","NM",3,52.0499,0,5383,NA,0
"40290","NM",3,52.0701,0,5383,0,0
"40291","NM",3,52.0803,4,5383,0,0
"40292","NM",3,52.0901,9,5383,0,0
"40293","NM",3,52.0999,1,5383,0,0
"40294","NM",3,52.1201,0,5383,NA,1
"40295","NM",3,52.1299,3,5383,NA,1
"40296","NM",3,52.2001,10,5383,0,1
"40297","NM",3,54.0101,0,5383,0,0
"40298","NM",3,99,5383,5383,NA,NA
"40299","NM",4,11.0401,21,118,1,1
"40300","NM",4,11.0803,2,118,1,1
"40301","NM",4,13.9999,0,118,NA,0
"40302","NM",4,46,1,118,0,0
"40303","NM",4,47.0604,0,118,NA,0
"40304","NM",4,47.0605,0,118,0,1
"40305","NM",4,47.0607,26,118,0,0
"40306","NM",4,48.0503,0,118,0,0
"40307","NM",4,48.0508,1,118,0,0
"40308","NM",4,50.0101,0,118,0,0
"40309","NM",4,50.0712,0,118,0,0
"40310","NM",4,51.0707,1,118,0,0
"40311","NM",4,51.0708,8,118,0,0
"40312","NM",4,51.3901,28,118,0,1
"40313","NM",4,52.0201,1,118,0,0
"40314","NM",4,52.0301,21,118,0,0
"40315","NM",4,52.0401,5,118,0,0
"40316","NM",4,52.0901,3,118,0,0
"40317","NM",4,99,118,118,NA,NA
"40318","NM",5,1,8,8356,0,1
"40319","NM",5,1.0102,46,8356,0,1
"40320","NM",5,1.0607,1,8356,0,0
"40321","NM",5,1.0801,3,8356,0,1
"40322","NM",5,1.0901,42,8356,0,1
"40323","NM",5,1.0905,10,8356,0,1
"40324","NM",5,1.1102,1,8356,0,1
"40325","NM",5,1.1103,8,8356,NA,1
"40326","NM",5,1.1106,8,8356,0,1
"40327","NM",5,1.1201,1,8356,0,1
"40328","NM",5,3.0103,1,8356,0,1
"40329","NM",5,3.0104,19,8356,0,1
"40330","NM",5,3.0201,0,8356,0,1
"40331","NM",5,3.0501,4,8356,0,1
"40332","NM",5,3.0601,24,8356,0,1
"40333","NM",5,4.0201,51,8356,1,1
"40334","NM",5,4.0301,0,8356,0,1
"40335","NM",5,4.0401,11,8356,0,1
"40336","NM",5,5.0102,11,8356,0,0
"40337","NM",5,5.0103,3,8356,0,0
"40338","NM",5,5.0106,5,8356,0,0
"40339","NM",5,5.0107,6,8356,0,0
"40340","NM",5,5.0199,0,8356,0,0
"40341","NM",5,5.0201,3,8356,0,0
"40342","NM",5,5.0202,6,8356,NA,0
"40343","NM",5,5.0203,0,8356,0,0
"40344","NM",5,5.0207,7,8356,0,0
"40345","NM",5,9.0101,31,8356,0,0
"40346","NM",5,9.0102,41,8356,NA,0
"40347","NM",5,9.0199,1,8356,NA,0
"40348","NM",5,9.0401,106,8356,0,0
"40349","NM",5,9.0901,32,8356,NA,0
"40350","NM",5,9.0903,0,8356,NA,0
"40351","NM",5,9.9999,3,8356,0,0
"40352","NM",5,10.0304,6,8356,1,1
"40353","NM",5,11.0101,91,8356,1,1
"40354","NM",5,11.0103,37,8356,1,1
"40355","NM",5,11.0201,0,8356,1,1
"40356","NM",5,11.0401,0,8356,1,1
"40357","NM",5,11.0501,0,8356,1,1
"40358","NM",5,11.0701,24,8356,1,1
"40359","NM",5,11.0801,0,8356,1,1
"40360","NM",5,11.0802,0,8356,1,1
"40361","NM",5,11.0901,0,8356,1,1
"40362","NM",5,11.1002,5,8356,1,1
"40363","NM",5,11.1003,30,8356,1,1
"40364","NM",5,11.1004,0,8356,1,1
"40365","NM",5,13.0201,6,8356,0,0
"40366","NM",5,13.0401,0,8356,0,0
"40367","NM",5,13.0403,0,8356,0,0
"40368","NM",5,13.1001,71,8356,NA,0
"40369","NM",5,13.1012,15,8356,0,0
"40370","NM",5,13.1017,2,8356,NA,0
"40371","NM",5,13.1202,492,8356,0,0
"40372","NM",5,13.1205,103,8356,0,0
"40373","NM",5,13.1206,1,8356,0,0
"40374","NM",5,13.1209,17,8356,0,0
"40375","NM",5,13.121,42,8356,0,0
"40376","NM",5,13.1301,10,8356,0,0
"40377","NM",5,13.1302,6,8356,0,0
"40378","NM",5,13.1303,2,8356,0,0
"40379","NM",5,13.1307,54,8356,0,0
"40380","NM",5,13.1308,7,8356,0,0
"40381","NM",5,13.1309,8,8356,0,0
"40382","NM",5,13.1312,22,8356,0,0
"40383","NM",5,13.1314,70,8356,0,0
"40384","NM",5,13.1316,3,8356,0,1
"40385","NM",5,13.1319,0,8356,0,0
"40386","NM",5,13.132,17,8356,0,0
"40387","NM",5,14.0101,1,8356,1,1
"40388","NM",5,14.0201,2,8356,1,1
"40389","NM",5,14.0701,34,8356,1,1
"40390","NM",5,14.0801,65,8356,1,1
"40391","NM",5,14.0899,5,8356,1,1
"40392","NM",5,14.0901,4,8356,1,1
"40393","NM",5,14.1001,90,8356,1,1
"40394","NM",5,14.1201,3,8356,1,1
"40395","NM",5,14.1301,11,8356,1,1
"40396","NM",5,14.1401,5,8356,0,1
"40397","NM",5,14.1801,2,8356,1,1
"40398","NM",5,14.1901,126,8356,1,1
"40399","NM",5,14.2101,5,8356,1,1
"40400","NM",5,14.2301,10,8356,1,1
"40401","NM",5,14.2501,9,8356,1,1
"40402","NM",5,14.3501,8,8356,0,1
"40403","NM",5,14.3901,0,8356,0,1
"40404","NM",5,15,41,8356,NA,1
"40405","NM",5,15.0303,10,8356,1,1
"40406","NM",5,15.1102,13,8356,1,1
"40407","NM",5,16.0101,72,8356,0,0
"40408","NM",5,16.0102,17,8356,0,0
"40409","NM",5,16.0104,2,8356,0,0
"40410","NM",5,16.0402,1,8356,0,0
"40411","NM",5,16.0501,8,8356,0,0
"40412","NM",5,16.0901,5,8356,0,0
"40413","NM",5,16.0904,4,8356,0,0
"40414","NM",5,16.0905,77,8356,0,0
"40415","NM",5,16.12,3,8356,0,0
"40416","NM",5,16.1603,14,8356,0,0
"40417","NM",5,19.0101,14,8356,0,0
"40418","NM",5,19.0401,0,8356,0,1
"40419","NM",5,19.0501,44,8356,0,0
"40420","NM",5,19.0701,33,8356,0,0
"40421","NM",5,19.0901,14,8356,0,1
"40422","NM",5,22.0302,0,8356,NA,0
"40423","NM",5,23.0101,165,8356,0,0
"40424","NM",5,23.1302,19,8356,0,0
"40425","NM",5,23.1303,3,8356,0,0
"40426","NM",5,23.1304,54,8356,0,0
"40427","NM",5,24.0101,85,8356,NA,0
"40428","NM",5,24.0102,340,8356,NA,0
"40429","NM",5,24.0103,9,8356,NA,0
"40430","NM",5,24.0199,88,8356,NA,0
"40431","NM",5,26.0101,376,8356,0,1
"40432","NM",5,26.0202,45,8356,0,1
"40433","NM",5,26.0301,2,8356,0,1
"40434","NM",5,26.0305,8,8356,0,1
"40435","NM",5,26.0406,3,8356,0,1
"40436","NM",5,26.0503,7,8356,0,1
"40437","NM",5,26.0701,4,8356,0,1
"40438","NM",5,26.1301,3,8356,0,1
"40439","NM",5,27.0101,54,8356,0,1
"40440","NM",5,27.0501,2,8356,0,1
"40441","NM",5,30.1401,5,8356,0,0
"40442","NM",5,30.9999,4,8356,NA,0
"40443","NM",5,31.0301,0,8356,NA,0
"40444","NM",5,31.0501,13,8356,0,0
"40445","NM",5,38.0101,46,8356,0,0
"40446","NM",5,38.0201,16,8356,0,0
"40447","NM",5,40.0101,3,8356,0,0
"40448","NM",5,40.0202,6,8356,1,1
"40449","NM",5,40.0501,75,8356,NA,1
"40450","NM",5,40.0601,27,8356,0,1
"40451","NM",5,40.0801,29,8356,1,1
"40452","NM",5,42.0101,468,8356,0,0
"40453","NM",5,43.0102,110,8356,0,0
"40454","NM",5,43.0103,91,8356,0,0
"40455","NM",5,43.0104,186,8356,0,0
"40456","NM",5,43.0106,6,8356,0,0
"40457","NM",5,43.0112,1,8356,NA,0
"40458","NM",5,44,115,8356,0,0
"40459","NM",5,44.0201,26,8356,0,0
"40460","NM",5,44.0401,0,8356,0,0
"40461","NM",5,44.0701,86,8356,0,0
"40462","NM",5,45.0101,2,8356,0,0
"40463","NM",5,45.0201,107,8356,0,0
